teryt_pow,kat_wiek,total,males,females
3062,45 - 49,5220.0,2552,2668
3062,50 - 54,4781.0,2308,2473
3062,55 - 59,4507.0,2118,2389
3062,60 - 64,5258.0,2362,2896
3062,65 - 69,5442.0,2283,3159
3062,70 - 74,4935.0,1974,2961
3062,75 - 79,2717.0,1039,1678
3062,80 - 84,2020.0,692,1328
3062,85 i więcej,1547.0,454,1093
3063,0 - 4,3090.0,1615,1475
3063,5 - 9,3079.0,1598,1481
3063,10 - 14,3343.0,1683,1660
3063,15 - 19,2938.0,1476,1462
3063,20 - 24,3078.0,1588,1490
3063,25 - 29,3400.0,1786,1614
3063,30 - 34,4163.0,2140,2023
3063,35 - 39,5215.0,2616,2599
3063,40 - 44,5144.0,2556,2588
3063,45 - 49,4531.0,2183,2348
3063,50 - 54,3615.0,1803,1812
3063,55 - 59,3646.0,1709,1937
3063,60 - 64,4287.0,1935,2352
3063,65 - 69,4501.0,1913,2588
3063,70 - 74,3892.0,1619,2273
3063,75 - 79,1860.0,719,1141
3063,80 - 84,1431.0,513,918
3063,85 i więcej,1216.0,362,854
3064,0 - 4,29048.0,15021,14027
3064,5 - 9,25510.0,13153,12357
3064,10 - 14,24929.0,12751,12178
3064,15 - 19,20202.0,10292,9910
3064,20 - 24,20076.0,10276,9800
3064,25 - 29,26220.0,12907,13313
3064,30 - 34,44480.0,21245,23235
3064,35 - 39,52641.0,25889,26752
3064,40 - 44,45812.0,22729,23083
3064,45 - 49,37604.0,18448,19156
3064,50 - 54,28009.0,13416,14593
3064,55 - 59,27202.0,12855,14347
3064,60 - 64,33468.0,14817,18651
3064,65 - 69,36994.0,15322,21672
3064,70 - 74,33260.0,13376,19884
3064,75 - 79,16849.0,6455,10394
3064,80 - 84,13465.0,4421,9044
3064,85 i więcej,14695.0,4231,10464
3001,0 - 4,2187.0,1136,1051
3001,5 - 9,2314.0,1184,1130
3001,10 - 14,2777.0,1483,1294
3001,15 - 19,2507.0,1344,1163
3001,20 - 24,2694.0,1359,1335
3001,25 - 29,3023.0,1568,1455
3001,30 - 34,3185.0,1661,1524
3001,35 - 39,3829.0,1976,1853
3001,40 - 44,3958.0,1996,1962
3001,45 - 49,3407.0,1768,1639
3001,50 - 54,2653.0,1312,1341
3001,55 - 59,2729.0,1301,1428
3001,60 - 64,3273.0,1567,1706
3001,65 - 69,3035.0,1333,1702
3001,70 - 74,2496.0,1060,1436
3001,75 - 79,1090.0,423,667
3001,80 - 84,783.0,266,517
3001,85 i więcej,729.0,191,538
3002,0 - 4,4121.0,2187,1934
3002,5 - 9,4499.0,2306,2193
3002,10 - 14,5267.0,2732,2535
3002,15 - 19,4481.0,2304,2177
3002,20 - 24,5021.0,2591,2430
3002,25 - 29,5634.0,2908,2726
3002,30 - 34,6072.0,3151,2921
3002,35 - 39,6792.0,3518,3274
3002,40 - 44,6737.0,3455,3282
3002,45 - 49,6335.0,3214,3121
3002,50 - 54,5388.0,2749,2639
3002,55 - 59,5145.0,2604,2541
3002,60 - 64,5929.0,2893,3036
3002,65 - 69,5454.0,2543,2911
3002,70 - 74,4438.0,1953,2485
3002,75 - 79,2005.0,799,1206
3002,80 - 84,1524.0,517,1007
3002,85 i więcej,1274.0,310,964
3003,0 - 4,7671.0,3878,3793
3003,5 - 9,8044.0,4169,3875
3003,10 - 14,8747.0,4554,4193
3003,15 - 19,7366.0,3834,3532
3003,20 - 24,7715.0,3959,3756
3003,25 - 29,9070.0,4541,4529
3003,30 - 34,10384.0,5325,5059
3003,35 - 39,12052.0,6107,5945
3003,40 - 44,11743.0,6008,5735
3003,45 - 49,10384.0,5328,5056
3003,50 - 54,8407.0,4215,4192
3003,55 - 59,8346.0,4027,4319
3003,60 - 64,9672.0,4526,5146
3003,65 - 69,9275.0,4157,5118
3003,70 - 74,7515.0,3256,4259
3003,75 - 79,3487.0,1389,2098
3003,80 - 84,2525.0,827,1698
3003,85 i więcej,2259.0,597,1662
3004,0 - 4,4367.0,2282,2085
3004,5 - 9,4199.0,2181,2018
3004,10 - 14,4394.0,2307,2087
3004,15 - 19,3777.0,1927,1850
3004,20 - 24,4111.0,2130,1981
3004,25 - 29,5286.0,2679,2607
3004,30 - 34,5876.0,3123,2753
3004,35 - 39,6119.0,3162,2957
3004,40 - 44,5526.0,2857,2669
3004,45 - 49,5088.0,2569,2519
3004,50 - 54,4491.0,2214,2277
3004,55 - 59,4879.0,2423,2456
3004,60 - 64,5169.0,2544,2625
3004,65 - 69,4393.0,2044,2349
3004,70 - 74,3450.0,1534,1916
3004,75 - 79,1631.0,630,1001
3004,80 - 84,1452.0,476,976
3004,85 i więcej,1301.0,382,919
3005,0 - 4,3218.0,1603,1615
3005,5 - 9,3072.0,1607,1465
3005,10 - 14,3257.0,1641,1616
3005,15 - 19,2803.0,1434,1369
3005,20 - 24,3078.0,1618,1460
3005,25 - 29,3677.0,1860,1817
3005,30 - 34,4117.0,2087,2030
3005,35 - 39,4387.0,2286,2101
3005,40 - 44,3845.0,1973,1872
3005,45 - 49,3522.0,1795,1727
3005,50 - 54,3016.0,1515,1501
3005,55 - 59,3055.0,1507,1548
3005,60 - 64,3272.0,1597,1675
3005,65 - 69,2930.0,1445,1485
3005,70 - 74,2166.0,921,1245
3005,75 - 79,914.0,379,535
3005,80 - 84,779.0,263,516
3005,85 i więcej,711.0,187,524
3006,0 - 4,3722.0,1925,1797
3006,5 - 9,3931.0,1995,1936
3006,10 - 14,4190.0,2146,2044
3006,15 - 19,3576.0,1804,1772
3006,20 - 24,3985.0,2071,1914
3006,25 - 29,4653.0,2348,2305
3006,30 - 34,5362.0,2807,2555
3006,35 - 39,5849.0,2975,2874
3006,40 - 44,5297.0,2699,2598
3006,45 - 49,4851.0,2443,2408
3006,50 - 54,4338.0,2169,2169
3006,55 - 59,4289.0,2048,2241
3006,60 - 64,4941.0,2315,2626
3006,65 - 69,4425.0,1990,2435
3006,70 - 74,3548.0,1509,2039
3006,75 - 79,1644.0,624,1020
3006,80 - 84,1374.0,465,909
3006,85 i więcej,1165.0,313,852
3007,0 - 4,4326.0,2188,2138
3007,5 - 9,4392.0,2237,2155
3007,10 - 14,4632.0,2375,2257
3007,15 - 19,4267.0,2147,2120
3007,20 - 24,4868.0,2452,2416
3007,25 - 29,5751.0,3006,2745
3007,30 - 34,6086.0,3082,3004
3007,35 - 39,6367.0,3278,3089
3007,40 - 44,6338.0,3278,3060
3007,45 - 49,6063.0,3066,2997
3007,50 - 54,5406.0,2734,2672
3007,55 - 59,5197.0,2577,2620
3007,60 - 64,5313.0,2663,2650
3007,65 - 69,4708.0,2210,2498
3007,70 - 74,3825.0,1642,2183
3007,75 - 79,2088.0,832,1256
3007,80 - 84,1641.0,594,1047
3007,85 i więcej,1525.0,394,1131
3008,0 - 4,3019.0,1549,1470
3008,5 - 9,3019.0,1535,1484
3008,10 - 14,3245.0,1702,1543
3008,15 - 19,2874.0,1496,1378
3008,20 - 24,3181.0,1618,1563
3008,25 - 29,3848.0,1965,1883
3008,30 - 34,4171.0,2122,2049
3008,35 - 39,4547.0,2400,2147
3008,40 - 44,4381.0,2243,2138
3008,45 - 49,4112.0,2098,2014
3008,50 - 54,3488.0,1755,1733
3008,55 - 59,3362.0,1699,1663
3008,60 - 64,3680.0,1790,1890
3008,65 - 69,3332.0,1535,1797
3008,70 - 74,2761.0,1223,1538
3008,75 - 79,1371.0,539,832
3008,80 - 84,993.0,322,671
3008,85 i więcej,836.0,243,593
3009,0 - 4,3805.0,1952,1853
3009,5 - 9,4187.0,2170,2017
3009,10 - 14,4840.0,2473,2367
3009,15 - 19,4229.0,2155,2074
3009,20 - 24,4898.0,2517,2381
3009,25 - 29,5920.0,3090,2830
3009,30 - 34,5965.0,3142,2823
3009,35 - 39,6463.0,3336,3127
3009,40 - 44,6513.0,3346,3167
3009,45 - 49,6250.0,3162,3088
3009,50 - 54,5450.0,2770,2680
3009,55 - 59,5271.0,2580,2691
3009,60 - 64,6015.0,2893,3122
3009,65 - 69,5597.0,2550,3047
3009,70 - 74,4582.0,1916,2666
3009,75 - 79,2374.0,895,1479
3009,80 - 84,1728.0,626,1102
3009,85 i więcej,1620.0,395,1225
3010,0 - 4,6398.0,3352,3046
3010,5 - 9,6683.0,3481,3202
3010,10 - 14,7621.0,3980,3641
3010,15 - 19,6957.0,3595,3362
3010,20 - 24,8155.0,4172,3983
3010,25 - 29,9781.0,5010,4771
3010,30 - 34,9510.0,4906,4604
3010,35 - 39,10193.0,5238,4955
3010,40 - 44,10172.0,5211,4961
3010,45 - 49,9793.0,4960,4833
3010,50 - 54,8544.0,4336,4208
3010,55 - 59,8030.0,4039,3991
3010,60 - 64,8383.0,4160,4223
3010,65 - 69,7008.0,3379,3629
3010,70 - 74,5434.0,2347,3087
3010,75 - 79,2833.0,1101,1732
3010,80 - 84,2158.0,743,1415
3010,85 i więcej,2177.0,557,1620
3011,0 - 4,4309.0,2172,2137
3011,5 - 9,4256.0,2128,2128
3011,10 - 14,4466.0,2323,2143
3011,15 - 19,3726.0,1917,1809
3011,20 - 24,4320.0,2244,2076
3011,25 - 29,5325.0,2751,2574
3011,30 - 34,5870.0,3033,2837
3011,35 - 39,6458.0,3349,3109
3011,40 - 44,6067.0,3069,2998
3011,45 - 49,5351.0,2675,2676
3011,50 - 54,4812.0,2314,2498
3011,55 - 59,4936.0,2423,2513
3011,60 - 64,5435.0,2605,2830
3011,65 - 69,4923.0,2272,2651
3011,70 - 74,3916.0,1711,2205
3011,75 - 79,1685.0,665,1020
3011,80 - 84,1445.0,471,974
3011,85 i więcej,1298.0,366,932
3012,0 - 4,4076.0,2073,2003
3012,5 - 9,4252.0,2206,2046
3012,10 - 14,4509.0,2269,2240
3012,15 - 19,3898.0,2062,1836
3012,20 - 24,4456.0,2316,2140
3012,25 - 29,5225.0,2658,2567
3012,30 - 34,5632.0,2962,2670
3012,35 - 39,6253.0,3234,3019
3012,40 - 44,5743.0,2867,2876
3012,45 - 49,5246.0,2667,2579
3012,50 - 54,4498.0,2202,2296
3012,55 - 59,4760.0,2354,2406
3012,60 - 64,5302.0,2544,2758
3012,65 - 69,4687.0,2194,2493
3012,70 - 74,3727.0,1566,2161
3012,75 - 79,1815.0,728,1087
3012,80 - 84,1396.0,446,950
3012,85 i więcej,1307.0,360,947
3013,0 - 4,3521.0,1787,1734
3013,5 - 9,3475.0,1805,1670
3013,10 - 14,3854.0,2007,1847
3013,15 - 19,3273.0,1733,1540
3013,20 - 24,3349.0,1711,1638
3013,25 - 29,3887.0,2005,1882
3013,30 - 34,4613.0,2372,2241
3013,35 - 39,4920.0,2510,2410
3013,40 - 44,4849.0,2443,2406
3013,45 - 49,4115.0,2078,2037
3013,50 - 54,3418.0,1727,1691
3013,55 - 59,3217.0,1616,1601
3013,60 - 64,3564.0,1724,1840
3013,65 - 69,3047.0,1429,1618
3013,70 - 74,2549.0,1122,1427
3013,75 - 79,1076.0,464,612
3013,80 - 84,822.0,293,529
3013,85 i więcej,706.0,206,500
3014,0 - 4,1841.0,944,897
3014,5 - 9,1984.0,1036,948
3014,10 - 14,2150.0,1099,1051
3014,15 - 19,1737.0,908,829
3014,20 - 24,2069.0,1055,1014
3014,25 - 29,2463.0,1262,1201
3014,30 - 34,2646.0,1408,1238
3014,35 - 39,2957.0,1530,1427
3014,40 - 44,2801.0,1453,1348
3014,45 - 49,2588.0,1350,1238
3014,50 - 54,2151.0,1067,1084
3014,55 - 59,2135.0,1050,1085
3014,60 - 64,2538.0,1245,1293
3014,65 - 69,2488.0,1170,1318
3014,70 - 74,1977.0,868,1109
3014,75 - 79,823.0,333,490
3014,80 - 84,607.0,214,393
3014,85 i więcej,562.0,148,414
3015,0 - 4,4308.0,2235,2073
3015,5 - 9,4440.0,2328,2112
3015,10 - 14,4743.0,2463,2280
3015,15 - 19,3952.0,1986,1966
3015,20 - 24,4230.0,2148,2082
3015,25 - 29,4863.0,2494,2369
3015,30 - 34,5731.0,2935,2796
3015,35 - 39,6468.0,3230,3238
3015,40 - 44,6059.0,3083,2976
3015,45 - 49,5287.0,2721,2566
3015,50 - 54,4269.0,2145,2124
3015,55 - 59,4279.0,2021,2258
3015,60 - 64,4855.0,2373,2482
3015,65 - 69,4346.0,1989,2357
3015,70 - 74,3742.0,1605,2137
3015,75 - 79,1591.0,611,980
3015,80 - 84,1205.0,377,828
3015,85 i więcej,1089.0,283,806
3016,0 - 4,3215.0,1620,1595
3016,5 - 9,3395.0,1741,1654
3016,10 - 14,3825.0,1994,1831
3016,15 - 19,3119.0,1621,1498
3016,20 - 24,3336.0,1699,1637
3016,25 - 29,3803.0,2010,1793
3016,30 - 34,4379.0,2226,2153
3016,35 - 39,5310.0,2704,2606
3016,40 - 44,4956.0,2577,2379
3016,45 - 49,4166.0,2150,2016
3016,50 - 54,3401.0,1722,1679
3016,55 - 59,3332.0,1620,1712
3016,60 - 64,4008.0,1896,2112
3016,65 - 69,3661.0,1650,2011
3016,70 - 74,2868.0,1267,1601
3016,75 - 79,1256.0,506,750
3016,80 - 84,897.0,299,598
3016,85 i więcej,792.0,221,571
3017,0 - 4,8158.0,4199,3959
3017,5 - 9,8313.0,4298,4015
3017,10 - 14,8930.0,4608,4322
3017,15 - 19,7982.0,4095,3887
3017,20 - 24,8406.0,4296,4110
3017,25 - 29,10380.0,5318,5062
3017,30 - 34,12144.0,6346,5798
3017,35 - 39,12956.0,6634,6322
3017,40 - 44,12592.0,6382,6210
3017,45 - 49,11390.0,5742,5648
3017,50 - 54,10087.0,4998,5089
3017,55 - 59,9956.0,4916,5040
3017,60 - 64,10889.0,5128,5761
3017,65 - 69,10044.0,4603,5441
3017,70 - 74,8384.0,3527,4857
3017,75 - 79,4171.0,1639,2532
3017,80 - 84,3196.0,1092,2104
3017,85 i więcej,3028.0,822,2206
3018,0 - 4,2882.0,1492,1390
3018,5 - 9,2860.0,1440,1420
3018,10 - 14,3272.0,1683,1589
3018,15 - 19,2802.0,1442,1360
3018,20 - 24,3211.0,1636,1575
3018,25 - 29,3868.0,1971,1897
3018,30 - 34,4127.0,2160,1967
3018,35 - 39,4367.0,2294,2073
3018,40 - 44,4147.0,2112,2035
3018,45 - 49,3889.0,1990,1899
3018,50 - 54,3430.0,1724,1706
3018,55 - 59,3376.0,1699,1677
3018,60 - 64,3594.0,1706,1888
3018,65 - 69,3294.0,1518,1776
3018,70 - 74,2811.0,1226,1585
3018,75 - 79,1386.0,531,855
3018,80 - 84,1012.0,368,644
3018,85 i więcej,848.0,216,632
3019,0 - 4,6273.0,3183,3090
3019,5 - 9,6571.0,3394,3177
3019,10 - 14,7742.0,4010,3732
3019,15 - 19,7217.0,3692,3525
3019,20 - 24,7271.0,3743,3528
3019,25 - 29,8702.0,4557,4145
3019,30 - 34,9614.0,5004,4610
3019,35 - 39,11318.0,5765,5553
3019,40 - 44,10912.0,5561,5351
3019,45 - 49,9481.0,4740,4741
3019,50 - 54,8200.0,4053,4147
3019,55 - 59,8193.0,3995,4198
3019,60 - 64,9599.0,4393,5206
3019,65 - 69,9080.0,4160,4920
3019,70 - 74,6872.0,2971,3901
3019,75 - 79,3239.0,1280,1959
3019,80 - 84,2488.0,867,1621
3019,85 i więcej,2167.0,564,1603
3020,0 - 4,3243.0,1641,1602
3020,5 - 9,3207.0,1669,1538
3020,10 - 14,3647.0,1929,1718
3020,15 - 19,3316.0,1751,1565
3020,20 - 24,3507.0,1844,1663
3020,25 - 29,4199.0,2239,1960
3020,30 - 34,4437.0,2290,2147
3020,35 - 39,5011.0,2560,2451
3020,40 - 44,5005.0,2537,2468
3020,45 - 49,4559.0,2327,2232
3020,50 - 54,3964.0,1985,1979
3020,55 - 59,3718.0,1813,1905
3020,60 - 64,4007.0,1920,2087
3020,65 - 69,3920.0,1770,2150
3020,70 - 74,3210.0,1372,1838
3020,75 - 79,1528.0,623,905
3020,80 - 84,1162.0,412,750
3020,85 i więcej,975.0,257,718
3021,0 - 4,27365.0,14063,13302
3021,5 - 9,26700.0,13722,12978
3021,10 - 14,27870.0,14256,13614
3021,15 - 19,21473.0,11036,10437
3021,20 - 24,19539.0,10055,9484
3021,25 - 29,23067.0,11433,11634
3021,30 - 34,30676.0,14933,15743
3021,35 - 39,38679.0,18869,19810
3021,40 - 44,38502.0,18886,19616
3021,45 - 49,32829.0,16313,16516
3021,50 - 54,23229.0,11673,11556
3021,55 - 59,20918.0,10049,10869
3021,60 - 64,23278.0,10825,12453
3021,65 - 69,21657.0,9785,11872
3021,70 - 74,16980.0,7369,9611
3021,75 - 79,7456.0,3087,4369
3021,80 - 84,5361.0,1856,3505
3021,85 i więcej,4395.0,1273,3122
3022,0 - 4,3209.0,1630,1579
3022,5 - 9,3229.0,1665,1564
3022,10 - 14,3772.0,1971,1801
3022,15 - 19,3185.0,1669,1516
3022,20 - 24,3325.0,1740,1585
3022,25 - 29,3930.0,1998,1932
3022,30 - 34,4364.0,2272,2092
3022,35 - 39,4802.0,2418,2384
3022,40 - 44,4899.0,2506,2393
3022,45 - 49,4265.0,2193,2072
3022,50 - 54,3399.0,1736,1663
3022,55 - 59,3458.0,1690,1768
3022,60 - 64,3906.0,1878,2028
3022,65 - 69,3670.0,1629,2041
3022,70 - 74,3158.0,1395,1763
3022,75 - 79,1432.0,566,866
3022,80 - 84,1033.0,362,671
3022,85 i więcej,920.0,258,662
3023,0 - 4,2821.0,1510,1311
3023,5 - 9,2972.0,1519,1453
3023,10 - 14,3318.0,1750,1568
3023,15 - 19,2825.0,1485,1340
3023,20 - 24,3450.0,1830,1620
3023,25 - 29,4071.0,2135,1936
3023,30 - 34,4249.0,2183,2066
3023,35 - 39,4629.0,2384,2245
3023,40 - 44,4629.0,2358,2271
3023,45 - 49,4267.0,2176,2091
3023,50 - 54,3597.0,1845,1752
3023,55 - 59,3585.0,1817,1768
3023,60 - 64,4052.0,1982,2070
3023,65 - 69,3666.0,1719,1947
3023,70 - 74,3072.0,1344,1728
3023,75 - 79,1415.0,574,841
3023,80 - 84,1093.0,368,725
3023,85 i więcej,1067.0,281,786
3024,0 - 4,4899.0,2566,2333
3024,5 - 9,5135.0,2598,2537
3024,10 - 14,5656.0,2916,2740
3024,15 - 19,4873.0,2548,2325
3024,20 - 24,4837.0,2490,2347
3024,25 - 29,5680.0,2926,2754
3024,30 - 34,6710.0,3357,3353
3024,35 - 39,8040.0,4109,3931
3024,40 - 44,7675.0,3922,3753
3024,45 - 49,6592.0,3284,3308
3024,50 - 54,5344.0,2670,2674
3024,55 - 59,5155.0,2501,2654
3024,60 - 64,6183.0,2893,3290
3024,65 - 69,5550.0,2606,2944
3024,70 - 74,4473.0,1932,2541
3024,75 - 79,1971.0,777,1194
3024,80 - 84,1489.0,498,991
3024,85 i więcej,1424.0,364,1060
3025,0 - 4,3655.0,1903,1752
3025,5 - 9,3484.0,1822,1662
3025,10 - 14,3563.0,1837,1726
3025,15 - 19,2888.0,1503,1385
3025,20 - 24,3123.0,1600,1523
3025,25 - 29,3898.0,1989,1909
3025,30 - 34,4548.0,2302,2246
3025,35 - 39,5091.0,2609,2482
3025,40 - 44,4751.0,2435,2316
3025,45 - 49,4148.0,2098,2050
3025,50 - 54,3387.0,1728,1659
3025,55 - 59,3451.0,1661,1790
3025,60 - 64,3930.0,1853,2077
3025,65 - 69,3476.0,1591,1885
3025,70 - 74,2756.0,1204,1552
3025,75 - 79,1200.0,465,735
3025,80 - 84,986.0,342,644
3025,85 i więcej,859.0,230,629
3026,0 - 4,3436.0,1774,1662
3026,5 - 9,3515.0,1815,1700
3026,10 - 14,3699.0,1969,1730
3026,15 - 19,3177.0,1584,1593
3026,20 - 24,3353.0,1716,1637
3026,25 - 29,3994.0,2040,1954
3026,30 - 34,4652.0,2372,2280
3026,35 - 39,5032.0,2547,2485
3026,40 - 44,4862.0,2472,2390
3026,45 - 49,4299.0,2186,2113
3026,50 - 54,3656.0,1817,1839
3026,55 - 59,3694.0,1790,1904
3026,60 - 64,4028.0,1883,2145
3026,65 - 69,3694.0,1666,2028
3026,70 - 74,3116.0,1346,1770
3026,75 - 79,1359.0,554,805
3026,80 - 84,1001.0,324,677
3026,85 i więcej,830.0,254,576
3027,0 - 4,4063.0,2078,1985
3027,5 - 9,4419.0,2213,2206
3027,10 - 14,4878.0,2520,2358
3027,15 - 19,4224.0,2229,1995
3027,20 - 24,4698.0,2375,2323
3027,25 - 29,5761.0,2962,2799
3027,30 - 34,6088.0,3174,2914
3027,35 - 39,6579.0,3406,3173
3027,40 - 44,6260.0,3195,3065
3027,45 - 49,5983.0,3013,2970
3027,50 - 54,5328.0,2666,2662
3027,55 - 59,5189.0,2516,2673
3027,60 - 64,5663.0,2724,2939
3027,65 - 69,4875.0,2283,2592
3027,70 - 74,3863.0,1580,2283
3027,75 - 79,2224.0,791,1433
3027,80 - 84,1746.0,611,1135
3027,85 i więcej,1477.0,383,1094
3028,0 - 4,3758.0,1885,1873
3028,5 - 9,3886.0,2024,1862
3028,10 - 14,4400.0,2243,2157
3028,15 - 19,3685.0,1876,1809
3028,20 - 24,4035.0,2088,1947
3028,25 - 29,4822.0,2521,2301
3028,30 - 34,5336.0,2748,2588
3028,35 - 39,5853.0,2981,2872
3028,40 - 44,5365.0,2774,2591
3028,45 - 49,4702.0,2428,2274
3028,50 - 54,4083.0,2068,2015
3028,55 - 59,4132.0,2011,2121
3028,60 - 64,4882.0,2394,2488
3028,65 - 69,4165.0,1966,2199
3028,70 - 74,3249.0,1448,1801
3028,75 - 79,1497.0,595,902
3028,80 - 84,1170.0,384,786
3028,85 i więcej,950.0,248,702
3029,0 - 4,3440.0,1681,1759
3029,5 - 9,3362.0,1726,1636
3029,10 - 14,3511.0,1792,1719
3029,15 - 19,3108.0,1608,1500
3029,20 - 24,3316.0,1730,1586
3029,25 - 29,3865.0,1995,1870
3029,30 - 34,4191.0,2114,2077
3029,35 - 39,4664.0,2396,2268
3029,40 - 44,4434.0,2269,2165
3029,45 - 49,3972.0,1991,1981
3029,50 - 54,3445.0,1738,1707
3029,55 - 59,3326.0,1634,1692
3029,60 - 64,3577.0,1727,1850
3029,65 - 69,3291.0,1495,1796
3029,70 - 74,2810.0,1194,1616
3029,75 - 79,1320.0,534,786
3029,80 - 84,982.0,348,634
3029,85 i więcej,815.0,221,594
3030,0 - 4,4261.0,2128,2133
3030,5 - 9,4227.0,2170,2057
3030,10 - 14,4751.0,2443,2308
3030,15 - 19,3944.0,1999,1945
3030,20 - 24,4200.0,2126,2074
3030,25 - 29,4917.0,2477,2440
3030,30 - 34,5877.0,3010,2867
3030,35 - 39,6636.0,3360,3276
3030,40 - 44,6303.0,3315,2988
3030,45 - 49,5564.0,2800,2764
3030,50 - 54,4583.0,2277,2306
3030,55 - 59,4543.0,2232,2311
3030,60 - 64,5141.0,2428,2713
3030,65 - 69,4708.0,2133,2575
3030,70 - 74,3908.0,1628,2280
3030,75 - 79,1789.0,676,1113
3030,80 - 84,1349.0,433,916
3030,85 i więcej,1218.0,339,879
3031,0 - 4,3412.0,1764,1648
3031,5 - 9,3533.0,1847,1686
3031,10 - 14,4075.0,2077,1998
3031,15 - 19,3515.0,1818,1697
3031,20 - 24,4065.0,2111,1954
3031,25 - 29,4964.0,2585,2379
3031,30 - 34,5268.0,2710,2558
3031,35 - 39,5720.0,2939,2781
3031,40 - 44,5357.0,2779,2578
3031,45 - 49,4695.0,2373,2322
3031,50 - 54,3975.0,1980,1995
3031,55 - 59,4342.0,2177,2165
3031,60 - 64,4860.0,2379,2481
3031,65 - 69,4270.0,2018,2252
3031,70 - 74,3252.0,1453,1799
3031,75 - 79,1446.0,555,891
3031,80 - 84,1163.0,378,785
3031,85 i więcej,1073.0,274,799
3261,0 - 4,5039.0,2577,2462
3261,5 - 9,4923.0,2534,2389
3261,10 - 14,5116.0,2661,2455
3261,15 - 19,4158.0,2163,1995
3261,20 - 24,4377.0,2223,2154
3261,25 - 29,5286.0,2555,2731
3261,30 - 34,7139.0,3476,3663
3261,35 - 39,9354.0,4671,4683
3261,40 - 44,8930.0,4466,4464
3261,45 - 49,7506.0,3740,3766
3261,50 - 54,5854.0,2885,2969
3261,55 - 59,5860.0,2745,3115
3261,60 - 64,7650.0,3352,4298
3261,65 - 69,8407.0,3578,4829
3261,70 - 74,7179.0,2918,4261
3261,75 - 79,3362.0,1326,2036
3261,80 - 84,2802.0,969,1833
3261,85 i więcej,2859.0,828,2031
3262,0 - 4,18496.0,9583,8913
3262,5 - 9,17339.0,8855,8484
3262,10 - 14,18915.0,9729,9186
3262,15 - 19,17284.0,8772,8512
3262,20 - 24,17324.0,8747,8577
3262,25 - 29,19902.0,10004,9898
3262,30 - 34,26934.0,13418,13516
3262,35 - 39,35673.0,17770,17903
3262,40 - 44,34095.0,16998,17097
3262,45 - 49,30014.0,14784,15230
3262,50 - 54,22593.0,11211,11382
3262,55 - 59,21729.0,10444,11285
3262,60 - 64,28449.0,13013,15436
3262,65 - 69,30193.0,13075,17118
3262,70 - 74,24633.0,10317,14316
3262,75 - 79,12001.0,4745,7256
3262,80 - 84,10219.0,3555,6664
3262,85 i więcej,10679.0,3060,7619
3263,0 - 4,1599.0,826,773
3263,5 - 9,1513.0,774,739
3263,10 - 14,1881.0,953,928
3263,15 - 19,1546.0,784,762
3263,20 - 24,1660.0,848,812
3263,25 - 29,2306.0,1172,1134
3263,30 - 34,2720.0,1395,1325
3263,35 - 39,3254.0,1690,1564
3263,40 - 44,3360.0,1723,1637
3263,45 - 49,3148.0,1599,1549
3263,50 - 54,2512.0,1211,1301
3263,55 - 59,2623.0,1279,1344
3263,60 - 64,3231.0,1465,1766
3263,65 - 69,3301.0,1430,1871
3263,70 - 74,2696.0,1159,1537
3263,75 - 79,1435.0,590,845
3263,80 - 84,1085.0,407,678
3263,85 i więcej,826.0,243,583
3201,0 - 4,2040.0,1069,971
3201,5 - 9,2224.0,1148,1076
3201,10 - 14,2673.0,1370,1303
3201,15 - 19,2327.0,1204,1123
3201,20 - 24,2630.0,1373,1257
3201,25 - 29,3312.0,1654,1658
3201,30 - 34,3392.0,1783,1609
3201,35 - 39,3803.0,1992,1811
3201,40 - 44,3641.0,1848,1793
3201,45 - 49,3387.0,1754,1633
3201,50 - 54,2974.0,1484,1490
3201,55 - 59,2787.0,1371,1416
3201,60 - 64,3485.0,1703,1782
3201,65 - 69,3193.0,1439,1754
3201,70 - 74,2481.0,1084,1397
3201,75 - 79,1039.0,390,649
3201,80 - 84,851.0,266,585
3201,85 i więcej,861.0,200,661
3202,0 - 4,1962.0,1023,939
3202,5 - 9,2271.0,1173,1098
3202,10 - 14,2661.0,1380,1281
3202,15 - 19,2192.0,1146,1046
3202,20 - 24,2565.0,1317,1248
3202,25 - 29,3436.0,1808,1628
3202,30 - 34,3495.0,1861,1634
3202,35 - 39,3889.0,2015,1874
3202,40 - 44,3595.0,1846,1749
3202,45 - 49,3315.0,1733,1582
3202,50 - 54,2936.0,1483,1453
3202,55 - 59,3048.0,1477,1571
3202,60 - 64,3615.0,1778,1837
3202,65 - 69,3339.0,1605,1734
3202,70 - 74,2544.0,1137,1407
3202,75 - 79,1144.0,457,687
3202,80 - 84,862.0,284,578
3202,85 i więcej,813.0,184,629
3203,0 - 4,2328.0,1189,1139
3203,5 - 9,2821.0,1425,1396
3203,10 - 14,3112.0,1571,1541
3203,15 - 19,2557.0,1300,1257
3203,20 - 24,3135.0,1589,1546
3203,25 - 29,3874.0,1969,1905
3203,30 - 34,3946.0,2061,1885
3203,35 - 39,4533.0,2357,2176
3203,40 - 44,4440.0,2283,2157
3203,45 - 49,3895.0,1944,1951
3203,50 - 54,3203.0,1585,1618
3203,55 - 59,3570.0,1772,1798
3203,60 - 64,4418.0,2154,2264
3203,65 - 69,3981.0,1845,2136
3203,70 - 74,3021.0,1340,1681
