teryt_pow,kat_wiek,total,males,females
2414,85 i więcej,878.0,297,581
2415,0 - 4,7440.0,3845,3595
2415,5 - 9,7952.0,4040,3912
2415,10 - 14,8609.0,4429,4180
2415,15 - 19,7267.0,3738,3529
2415,20 - 24,7750.0,3909,3841
2415,25 - 29,9300.0,4703,4597
2415,30 - 34,11564.0,5860,5704
2415,35 - 39,12610.0,6369,6241
2415,40 - 44,11873.0,5981,5892
2415,45 - 49,11018.0,5478,5540
2415,50 - 54,10193.0,5102,5091
2415,55 - 59,10848.0,5331,5517
2415,60 - 64,10721.0,5151,5570
2415,65 - 69,9197.0,4096,5101
2415,70 - 74,7516.0,3233,4283
2415,75 - 79,4965.0,2001,2964
2415,80 - 84,4242.0,1575,2667
2415,85 i więcej,2890.0,890,2000
2416,0 - 4,4449.0,2335,2114
2416,5 - 9,5074.0,2630,2444
2416,10 - 14,5771.0,2970,2801
2416,15 - 19,5000.0,2591,2409
2416,20 - 24,5541.0,2734,2807
2416,25 - 29,6698.0,3435,3263
2416,30 - 34,7471.0,3930,3541
2416,35 - 39,8834.0,4571,4263
2416,40 - 44,9379.0,4807,4572
2416,45 - 49,8710.0,4386,4324
2416,50 - 54,7344.0,3658,3686
2416,55 - 59,7438.0,3565,3873
2416,60 - 64,8820.0,4057,4763
2416,65 - 69,8847.0,4020,4827
2416,70 - 74,7334.0,3155,4179
2416,75 - 79,3758.0,1491,2267
2416,80 - 84,2937.0,976,1961
2416,85 i więcej,2550.0,684,1866
2417,0 - 4,7456.0,3835,3621
2417,5 - 9,7777.0,3938,3839
2417,10 - 14,8433.0,4246,4187
2417,15 - 19,7637.0,3827,3810
2417,20 - 24,8599.0,4351,4248
2417,25 - 29,10342.0,5199,5143
2417,30 - 34,11363.0,5912,5451
2417,35 - 39,11871.0,6177,5694
2417,40 - 44,11445.0,5845,5600
2417,45 - 49,10967.0,5553,5414
2417,50 - 54,9852.0,4896,4956
2417,55 - 59,9838.0,4878,4960
2417,60 - 64,10090.0,4927,5163
2417,65 - 69,8918.0,4073,4845
2417,70 - 74,6954.0,3023,3931
2417,75 - 79,3961.0,1536,2425
2417,80 - 84,3271.0,1112,2159
2417,85 i więcej,2957.0,763,2194
2661,0 - 4,8886.0,4538,4348
2661,5 - 9,8469.0,4301,4168
2661,10 - 14,8991.0,4540,4451
2661,15 - 19,7533.0,3945,3588
2661,20 - 24,7833.0,3953,3880
2661,25 - 29,10032.0,4992,5040
2661,30 - 34,14459.0,7080,7379
2661,35 - 39,16858.0,8381,8477
2661,40 - 44,15904.0,7970,7934
2661,45 - 49,13741.0,6823,6918
2661,50 - 54,10899.0,5202,5697
2661,55 - 59,11038.0,5086,5952
2661,60 - 64,13727.0,6018,7709
2661,65 - 69,14663.0,6112,8551
2661,70 - 74,12476.0,4999,7477
2661,75 - 79,6802.0,2656,4146
2661,80 - 84,5362.0,1815,3547
2661,85 i więcej,4795.0,1516,3279
2601,0 - 4,2738.0,1406,1332
2601,5 - 9,3080.0,1608,1472
2601,10 - 14,3592.0,1788,1804
2601,15 - 19,3375.0,1713,1662
2601,20 - 24,3723.0,1892,1831
2601,25 - 29,4525.0,2351,2174
2601,30 - 34,4598.0,2401,2197
2601,35 - 39,5545.0,2854,2691
2601,40 - 44,5370.0,2735,2635
2601,45 - 49,5247.0,2656,2591
2601,50 - 54,4466.0,2285,2181
2601,55 - 59,4333.0,2194,2139
2601,60 - 64,5189.0,2572,2617
2601,65 - 69,4791.0,2226,2565
2601,70 - 74,3954.0,1738,2216
2601,75 - 79,2279.0,851,1428
2601,80 - 84,1814.0,601,1213
2601,85 i więcej,2068.0,558,1510
2602,0 - 4,3630.0,1835,1795
2602,5 - 9,4069.0,2128,1941
2602,10 - 14,4631.0,2354,2277
2602,15 - 19,4150.0,2109,2041
2602,20 - 24,4584.0,2383,2201
2602,25 - 29,5587.0,2867,2720
2602,30 - 34,5718.0,3001,2717
2602,35 - 39,6684.0,3489,3195
2602,40 - 44,6761.0,3469,3292
2602,45 - 49,5855.0,3102,2753
2602,50 - 54,4856.0,2515,2341
2602,55 - 59,4829.0,2379,2450
2602,60 - 64,6029.0,2945,3084
2602,65 - 69,6101.0,2859,3242
2602,70 - 74,4773.0,2138,2635
2602,75 - 79,2421.0,997,1424
2602,80 - 84,1865.0,650,1215
2602,85 i więcej,1892.0,500,1392
2603,0 - 4,1209.0,638,571
2603,5 - 9,1273.0,650,623
2603,10 - 14,1580.0,807,773
2603,15 - 19,1408.0,730,678
2603,20 - 24,1754.0,884,870
2603,25 - 29,2243.0,1148,1095
2603,30 - 34,2303.0,1218,1085
2603,35 - 39,2657.0,1411,1246
2603,40 - 44,2521.0,1282,1239
2603,45 - 49,2357.0,1232,1125
2603,50 - 54,2183.0,1085,1098
2603,55 - 59,2190.0,1081,1109
2603,60 - 64,2449.0,1235,1214
2603,65 - 69,2321.0,1123,1198
2603,70 - 74,1752.0,776,976
2603,75 - 79,1102.0,443,659
2603,80 - 84,921.0,326,595
2603,85 i więcej,982.0,256,726
2604,0 - 4,10373.0,5316,5057
2604,5 - 9,10997.0,5674,5323
2604,10 - 14,12118.0,6237,5881
2604,15 - 19,10998.0,5574,5424
2604,20 - 24,12770.0,6519,6251
2604,25 - 29,15235.0,7779,7456
2604,30 - 34,15994.0,8356,7638
2604,35 - 39,17410.0,9071,8339
2604,40 - 44,16698.0,8502,8196
2604,45 - 49,15253.0,7757,7496
2604,50 - 54,13264.0,6790,6474
2604,55 - 59,12982.0,6668,6314
2604,60 - 64,13983.0,7035,6948
2604,65 - 69,11813.0,5742,6071
2604,70 - 74,8649.0,3937,4712
2604,75 - 79,4385.0,1753,2632
2604,80 - 84,3873.0,1261,2612
2604,85 i więcej,3894.0,981,2913
2605,0 - 4,2862.0,1490,1372
2605,5 - 9,3351.0,1701,1650
2605,10 - 14,3862.0,1974,1888
2605,15 - 19,3608.0,1829,1779
2605,20 - 24,4253.0,2193,2060
2605,25 - 29,5137.0,2639,2498
2605,30 - 34,5103.0,2775,2328
2605,35 - 39,5991.0,3119,2872
2605,40 - 44,5933.0,3166,2767
2605,45 - 49,5707.0,3024,2683
2605,50 - 54,4992.0,2563,2429
2605,55 - 59,5078.0,2621,2457
2605,60 - 64,5867.0,2867,3000
2605,65 - 69,5615.0,2564,3051
2605,70 - 74,4608.0,2026,2582
2605,75 - 79,2459.0,968,1491
2605,80 - 84,2010.0,651,1359
2605,85 i więcej,2070.0,543,1527
2606,0 - 4,1893.0,965,928
2606,5 - 9,2160.0,1138,1022
2606,10 - 14,2585.0,1354,1231
2606,15 - 19,2569.0,1294,1275
2606,20 - 24,2854.0,1466,1388
2606,25 - 29,3603.0,1892,1711
2606,30 - 34,3366.0,1813,1553
2606,35 - 39,3844.0,2033,1811
2606,40 - 44,3849.0,2021,1828
2606,45 - 49,3623.0,1853,1770
2606,50 - 54,3135.0,1563,1572
2606,55 - 59,3393.0,1733,1660
2606,60 - 64,3724.0,1903,1821
2606,65 - 69,3878.0,1919,1959
2606,70 - 74,2646.0,1159,1487
2606,75 - 79,1387.0,537,850
2606,80 - 84,1299.0,406,893
2606,85 i więcej,1341.0,374,967
2607,0 - 4,3464.0,1778,1686
2607,5 - 9,4125.0,2096,2029
2607,10 - 14,5123.0,2692,2431
2607,15 - 19,4877.0,2454,2423
2607,20 - 24,5540.0,2872,2668
2607,25 - 29,6220.0,3152,3068
2607,30 - 34,6598.0,3554,3044
2607,35 - 39,8242.0,4294,3948
2607,40 - 44,8584.0,4341,4243
2607,45 - 49,7528.0,3797,3731
2607,50 - 54,6380.0,3109,3271
2607,55 - 59,7101.0,3330,3771
2607,60 - 64,8968.0,4073,4895
2607,65 - 69,8711.0,3930,4781
2607,70 - 74,6530.0,2740,3790
2607,75 - 79,3370.0,1286,2084
2607,80 - 84,2891.0,929,1962
2607,85 i więcej,2658.0,731,1927
2608,0 - 4,1545.0,774,771
2608,5 - 9,1631.0,830,801
2608,10 - 14,1766.0,898,868
2608,15 - 19,1730.0,887,843
2608,20 - 24,2105.0,1096,1009
2608,25 - 29,2546.0,1319,1227
2608,30 - 34,2660.0,1385,1275
2608,35 - 39,2858.0,1532,1326
2608,40 - 44,2756.0,1504,1252
2608,45 - 49,2563.0,1308,1255
2608,50 - 54,2410.0,1227,1183
2608,55 - 59,2494.0,1222,1272
2608,60 - 64,2892.0,1478,1414
2608,65 - 69,2830.0,1366,1464
2608,70 - 74,2183.0,947,1236
2608,75 - 79,1248.0,477,771
2608,80 - 84,979.0,329,650
2608,85 i więcej,1041.0,243,798
2609,0 - 4,3024.0,1499,1525
2609,5 - 9,3167.0,1608,1559
2609,10 - 14,3728.0,1918,1810
2609,15 - 19,3611.0,1863,1748
2609,20 - 24,4173.0,2164,2009
2609,25 - 29,5091.0,2597,2494
2609,30 - 34,5242.0,2751,2491
2609,35 - 39,5765.0,2986,2779
2609,40 - 44,5718.0,2973,2745
2609,45 - 49,5450.0,2747,2703
2609,50 - 54,4906.0,2419,2487
2609,55 - 59,4896.0,2390,2506
2609,60 - 64,5392.0,2601,2791
2609,65 - 69,5155.0,2409,2746
2609,70 - 74,4209.0,1815,2394
2609,75 - 79,2419.0,934,1485
2609,80 - 84,1997.0,718,1279
2609,85 i więcej,1957.0,527,1430
2610,0 - 4,2470.0,1280,1190
2610,5 - 9,2941.0,1523,1418
2610,10 - 14,3325.0,1737,1588
2610,15 - 19,2980.0,1543,1437
2610,20 - 24,3509.0,1775,1734
2610,25 - 29,4356.0,2306,2050
2610,30 - 34,4726.0,2535,2191
2610,35 - 39,5632.0,2973,2659
2610,40 - 44,5583.0,2934,2649
2610,45 - 49,4978.0,2543,2435
2610,50 - 54,4422.0,2165,2257
2610,55 - 59,4702.0,2267,2435
2610,60 - 64,6122.0,2830,3292
2610,65 - 69,5944.0,2619,3325
2610,70 - 74,4418.0,1841,2577
2610,75 - 79,2237.0,829,1408
2610,80 - 84,2023.0,667,1356
2610,85 i więcej,2114.0,558,1556
2611,0 - 4,3408.0,1744,1664
2611,5 - 9,3727.0,1876,1851
2611,10 - 14,4418.0,2309,2109
2611,15 - 19,4019.0,2033,1986
2611,20 - 24,4529.0,2328,2201
2611,25 - 29,5674.0,2969,2705
2611,30 - 34,5916.0,3119,2797
2611,35 - 39,6831.0,3568,3263
2611,40 - 44,6561.0,3415,3146
2611,45 - 49,5908.0,3040,2868
2611,50 - 54,5370.0,2676,2694
2611,55 - 59,5716.0,2799,2917
2611,60 - 64,6778.0,3207,3571
2611,65 - 69,6293.0,2828,3465
2611,70 - 74,4919.0,2036,2883
2611,75 - 79,2810.0,1047,1763
2611,80 - 84,2594.0,882,1712
2611,85 i więcej,2497.0,689,1808
2612,0 - 4,3080.0,1600,1480
2612,5 - 9,3332.0,1737,1595
2612,10 - 14,3765.0,1922,1843
2612,15 - 19,3349.0,1720,1629
2612,20 - 24,4159.0,2169,1990
2612,25 - 29,4957.0,2542,2415
2612,30 - 34,4873.0,2606,2267
2612,35 - 39,5408.0,2801,2607
2612,40 - 44,5401.0,2786,2615
2612,45 - 49,4949.0,2530,2419
2612,50 - 54,4371.0,2172,2199
2612,55 - 59,4392.0,2150,2242
2612,60 - 64,5199.0,2605,2594
2612,65 - 69,4814.0,2326,2488
2612,70 - 74,3753.0,1692,2061
2612,75 - 79,1962.0,823,1139
2612,80 - 84,1537.0,500,1037
2612,85 i więcej,1627.0,439,1188
2613,0 - 4,1931.0,1015,916
2613,5 - 9,2028.0,1061,967
2613,10 - 14,2316.0,1214,1102
2613,15 - 19,2270.0,1161,1109
2613,20 - 24,2475.0,1253,1222
2613,25 - 29,3101.0,1616,1485
2613,30 - 34,3105.0,1685,1420
2613,35 - 39,3465.0,1807,1658
2613,40 - 44,3338.0,1755,1583
2613,45 - 49,3060.0,1590,1470
2613,50 - 54,2755.0,1395,1360
2613,55 - 59,2793.0,1484,1309
2613,60 - 64,3150.0,1587,1563
2613,65 - 69,2995.0,1425,1570
2613,70 - 74,2410.0,1067,1343
2613,75 - 79,1335.0,545,790
2613,80 - 84,1004.0,334,670
2613,85 i więcej,994.0,244,750
2861,0 - 4,4789.0,2489,2300
2861,5 - 9,4995.0,2566,2429
2861,10 - 14,6060.0,3186,2874
2861,15 - 19,5673.0,2852,2821
2861,20 - 24,5779.0,2943,2836
2861,25 - 29,6849.0,3505,3344
2861,30 - 34,8092.0,4194,3898
2861,35 - 39,10099.0,5192,4907
2861,40 - 44,9610.0,4795,4815
2861,45 - 49,8719.0,4396,4323
2861,50 - 54,7013.0,3386,3627
2861,55 - 59,7111.0,3325,3786
2861,60 - 64,8973.0,4023,4950
2861,65 - 69,9247.0,3981,5266
2861,70 - 74,6947.0,2904,4043
2861,75 - 79,3042.0,1192,1850
2861,80 - 84,2431.0,757,1674
2861,85 i więcej,2523.0,648,1875
2862,0 - 4,8728.0,4535,4193
2862,5 - 9,8030.0,4187,3843
2862,10 - 14,8631.0,4521,4110
2862,15 - 19,7877.0,4052,3825
2862,20 - 24,7045.0,3479,3566
2862,25 - 29,7951.0,3967,3984
2862,30 - 34,12929.0,6028,6901
2862,35 - 39,16323.0,7795,8528
2862,40 - 44,14706.0,7127,7579
2862,45 - 49,12289.0,5927,6362
2862,50 - 54,9704.0,4588,5116
2862,55 - 59,9832.0,4513,5319
2862,60 - 64,11926.0,5290,6636
2862,65 - 69,12245.0,5115,7130
2862,70 - 74,9837.0,3973,5864
2862,75 - 79,4637.0,1740,2897
2862,80 - 84,3891.0,1332,2559
2862,85 i więcej,4041.0,1122,2919
2801,0 - 4,2381.0,1239,1142
2801,5 - 9,2558.0,1315,1243
2801,10 - 14,3059.0,1561,1498
2801,15 - 19,2625.0,1324,1301
2801,20 - 24,3068.0,1594,1474
2801,25 - 29,3743.0,1941,1802
2801,30 - 34,3936.0,2112,1824
2801,35 - 39,4498.0,2378,2120
2801,40 - 44,4320.0,2208,2112
2801,45 - 49,3877.0,2013,1864
2801,50 - 54,3473.0,1721,1752
2801,55 - 59,4000.0,1972,2028
2801,60 - 64,4365.0,2091,2274
2801,65 - 69,3782.0,1656,2126
2801,70 - 74,2761.0,1193,1568
2801,75 - 79,1347.0,510,837
2801,80 - 84,1187.0,346,841
2801,85 i więcej,1097.0,238,859
2802,0 - 4,1795.0,915,880
2802,5 - 9,1935.0,982,953
2802,10 - 14,2114.0,1105,1009
2802,15 - 19,1808.0,929,879
2802,20 - 24,2422.0,1221,1201
2802,25 - 29,3053.0,1540,1513
2802,30 - 34,2917.0,1599,1318
2802,35 - 39,3206.0,1656,1550
2802,40 - 44,3029.0,1623,1406
2802,45 - 49,2913.0,1577,1336
2802,50 - 54,2601.0,1382,1219
2802,55 - 59,2806.0,1437,1369
2802,60 - 64,3110.0,1501,1609
2802,65 - 69,2578.0,1201,1377
2802,70 - 74,1923.0,837,1086
2802,75 - 79,863.0,342,521
2802,80 - 84,748.0,219,529
2802,85 i więcej,690.0,172,518
2803,0 - 4,3005.0,1558,1447
2803,5 - 9,3404.0,1791,1613
2803,10 - 14,3871.0,1960,1911
2803,15 - 19,3436.0,1795,1641
2803,20 - 24,3965.0,2002,1963
2803,25 - 29,4521.0,2317,2204
2803,30 - 34,4628.0,2430,2198
2803,35 - 39,5006.0,2589,2417
2803,40 - 44,4791.0,2436,2355
2803,45 - 49,4501.0,2272,2229
2803,50 - 54,4081.0,2041,2040
2803,55 - 59,4255.0,2075,2180
2803,60 - 64,4473.0,2157,2316
2803,65 - 69,4051.0,1884,2167
2803,70 - 74,2865.0,1258,1607
2803,75 - 79,1453.0,535,918
2803,80 - 84,1131.0,349,782
2803,85 i więcej,978.0,259,719
2804,0 - 4,2550.0,1342,1208
2804,5 - 9,2890.0,1468,1422
2804,10 - 14,3288.0,1650,1638
2804,15 - 19,3085.0,1673,1412
2804,20 - 24,3522.0,1814,1708
2804,25 - 29,3904.0,2019,1885
2804,30 - 34,4050.0,2172,1878
2804,35 - 39,4646.0,2372,2274
2804,40 - 44,4454.0,2334,2120
2804,45 - 49,3942.0,2025,1917
2804,50 - 54,3433.0,1747,1686
2804,55 - 59,3589.0,1813,1776
2804,60 - 64,4199.0,2126,2073
2804,65 - 69,3672.0,1826,1846
2804,70 - 74,2392.0,1086,1306
2804,75 - 79,1091.0,429,662
2804,80 - 84,999.0,322,677
2804,85 i więcej,1056.0,253,803
2805,0 - 4,4498.0,2282,2216
2805,5 - 9,4866.0,2500,2366
2805,10 - 14,5398.0,2732,2666
2805,15 - 19,5162.0,2597,2565
2805,20 - 24,5160.0,2700,2460
2805,25 - 29,6076.0,3142,2934
2805,30 - 34,7107.0,3757,3350
2805,35 - 39,8079.0,4213,3866
2805,40 - 44,7336.0,3764,3572
2805,45 - 49,6146.0,3114,3032
2805,50 - 54,5365.0,2635,2730
2805,55 - 59,5562.0,2692,2870
2805,60 - 64,6357.0,3002,3355
2805,65 - 69,5372.0,2453,2919
2805,70 - 74,3834.0,1648,2186
2805,75 - 79,1853.0,711,1142
2805,80 - 84,1544.0,468,1076
2805,85 i więcej,1501.0,370,1131
2806,0 - 4,2395.0,1214,1181
2806,5 - 9,2577.0,1312,1265
2806,10 - 14,3079.0,1587,1492
2806,15 - 19,2795.0,1414,1381
2806,20 - 24,2994.0,1501,1493
2806,25 - 29,3673.0,1939,1734
2806,30 - 34,3964.0,2093,1871
2806,35 - 39,4404.0,2306,2098
2806,40 - 44,4310.0,2214,2096
2806,45 - 49,3945.0,2002,1943
2806,50 - 54,3486.0,1754,1732
2806,55 - 59,3764.0,1883,1881
2806,60 - 64,4350.0,2113,2237
2806,65 - 69,3781.0,1669,2112
2806,70 - 74,2782.0,1180,1602
2806,75 - 79,1404.0,514,890
2806,80 - 84,1135.0,372,763
2806,85 i więcej,1105.0,279,826
2807,0 - 4,4691.0,2396,2295
2807,5 - 9,4872.0,2556,2316
2807,10 - 14,5635.0,2940,2695
2807,15 - 19,4876.0,2523,2353
2807,20 - 24,5416.0,2756,2660
2807,25 - 29,6337.0,3317,3020
2807,30 - 34,6653.0,3497,3156
2807,35 - 39,7480.0,3854,3626
2807,40 - 44,7323.0,3818,3505
2807,45 - 49,6317.0,3223,3094
2807,50 - 54,5409.0,2707,2702
2807,55 - 59,5586.0,2701,2885
2807,60 - 64,6530.0,3145,3385
2807,65 - 69,5817.0,2710,3107
2807,70 - 74,4245.0,1870,2375
2807,75 - 79,1974.0,753,1221
2807,80 - 84,1636.0,529,1107
2807,85 i więcej,1539.0,397,1142
2808,0 - 4,2319.0,1146,1173
2808,5 - 9,2848.0,1429,1419
2808,10 - 14,3252.0,1673,1579
2808,15 - 19,3106.0,1651,1455
2808,20 - 24,3193.0,1698,1495
2808,25 - 29,4045.0,2121,1924
2808,30 - 34,4206.0,2247,1959
2808,35 - 39,4855.0,2557,2298
2808,40 - 44,4776.0,2450,2326
2808,45 - 49,4251.0,2190,2061
2808,50 - 54,3764.0,1857,1907
2808,55 - 59,4261.0,2097,2164
2808,60 - 64,4954.0,2386,2568
2808,65 - 69,4262.0,1910,2352
2808,70 - 74,3177.0,1382,1795
2808,75 - 79,1517.0,534,983
2808,80 - 84,1355.0,424,931
2808,85 i więcej,1228.0,256,972
2809,0 - 4,1725.0,852,873
2809,5 - 9,1973.0,1033,940
2809,10 - 14,2257.0,1158,1099
2809,15 - 19,1945.0,1059,886
2809,20 - 24,2187.0,1115,1072
2809,25 - 29,2816.0,1435,1381
2809,30 - 34,2983.0,1588,1395
2809,35 - 39,3283.0,1744,1539
2809,40 - 44,3031.0,1573,1458
2809,45 - 49,2847.0,1497,1350
2809,50 - 54,2499.0,1223,1276
2809,55 - 59,2778.0,1380,1398
2809,60 - 64,2976.0,1420,1556
2809,65 - 69,2661.0,1204,1457
2809,70 - 74,1945.0,831,1114
2809,75 - 79,1033.0,377,656
2809,80 - 84,840.0,264,576
2809,85 i więcej,862.0,214,648
2810,0 - 4,2085.0,1092,993
2810,5 - 9,2359.0,1208,1151
2810,10 - 14,2710.0,1406,1304
2810,15 - 19,2348.0,1140,1208
2810,20 - 24,2738.0,1388,1350
2810,25 - 29,3263.0,1687,1576
2810,30 - 34,3580.0,1935,1645
2810,35 - 39,4042.0,2060,1982
2810,40 - 44,3855.0,1923,1932
2810,45 - 49,3423.0,1743,1680
2810,50 - 54,3066.0,1528,1538
2810,55 - 59,3501.0,1694,1807
2810,60 - 64,3908.0,1852,2056
2810,65 - 69,3115.0,1455,1660
2810,70 - 74,2255.0,980,1275
2810,75 - 79,1158.0,458,700
2810,80 - 84,984.0,293,691
2810,85 i więcej,802.0,184,618
2811,0 - 4,1457.0,744,713
2811,5 - 9,1559.0,785,774
2811,10 - 14,1800.0,934,866
2811,15 - 19,1774.0,931,843
2811,20 - 24,2002.0,1041,961
2811,25 - 29,2296.0,1164,1132
2811,30 - 34,2230.0,1185,1045
2811,35 - 39,2466.0,1333,1133
2811,40 - 44,2527.0,1336,1191
2811,45 - 49,2323.0,1190,1133
2811,50 - 54,2117.0,1080,1037
2811,55 - 59,2121.0,1051,1070
2811,60 - 64,2322.0,1118,1204
2811,65 - 69,2002.0,921,1081
2811,70 - 74,1537.0,675,862
2811,75 - 79,728.0,280,448
2811,80 - 84,623.0,198,425
2811,85 i więcej,547.0,120,427
2812,0 - 4,2322.0,1196,1126
2812,5 - 9,2447.0,1278,1169
2812,10 - 14,2755.0,1420,1335
2812,15 - 19,2322.0,1193,1129
2812,20 - 24,2839.0,1459,1380
2812,25 - 29,3156.0,1622,1534
2812,30 - 34,3172.0,1653,1519
2812,35 - 39,3339.0,1804,1535
2812,40 - 44,3185.0,1634,1551
2812,45 - 49,3009.0,1542,1467
2812,50 - 54,2657.0,1353,1304
2812,55 - 59,2723.0,1374,1349
2812,60 - 64,2778.0,1388,1390
2812,65 - 69,2419.0,1160,1259
2812,70 - 74,1966.0,856,1110
2812,75 - 79,908.0,347,561
2812,80 - 84,805.0,267,538
2812,85 i więcej,754.0,195,559
2813,0 - 4,1597.0,816,781
2813,5 - 9,1749.0,904,845
2813,10 - 14,1953.0,990,963
2813,15 - 19,1757.0,903,854
2813,20 - 24,1993.0,992,1001
2813,25 - 29,2450.0,1310,1140
2813,30 - 34,2609.0,1360,1249
2813,35 - 39,2829.0,1544,1285
2813,40 - 44,2468.0,1309,1159
2813,45 - 49,2187.0,1144,1043
2813,50 - 54,1926.0,998,928
2813,55 - 59,2111.0,1062,1049
2813,60 - 64,2445.0,1188,1257
2813,65 - 69,2110.0,991,1119
2813,70 - 74,1560.0,669,891
2813,75 - 79,748.0,311,437
2813,80 - 84,646.0,197,449
2813,85 i więcej,669.0,168,501
2814,0 - 4,5851.0,2918,2933
2814,5 - 9,6769.0,3478,3291
2814,10 - 14,7513.0,3837,3676
2814,15 - 19,6467.0,3334,3133
2814,20 - 24,7158.0,3637,3521
2814,25 - 29,8652.0,4431,4221
2814,30 - 34,9483.0,4850,4633
2814,35 - 39,10978.0,5557,5421
2814,40 - 44,10709.0,5425,5284
2814,45 - 49,9590.0,4891,4699
2814,50 - 54,8024.0,4004,4020
2814,55 - 59,8141.0,4021,4120
2814,60 - 64,9101.0,4436,4665
2814,65 - 69,7881.0,3703,4178
2814,70 - 74,5280.0,2381,2899
2814,75 - 79,2369.0,933,1436
2814,80 - 84,1965.0,690,1275
2814,85 i więcej,1838.0,433,1405
2815,0 - 4,4735.0,2418,2317
2815,5 - 9,5271.0,2692,2579
2815,10 - 14,6038.0,3058,2980
2815,15 - 19,5127.0,2661,2466
2815,20 - 24,5914.0,3008,2906
2815,25 - 29,7012.0,3595,3417
2815,30 - 34,7443.0,3872,3571
2815,35 - 39,8241.0,4281,3960
2815,40 - 44,7894.0,4108,3786
2815,45 - 49,7227.0,3727,3500
2815,50 - 54,6097.0,3082,3015
2815,55 - 59,6563.0,3258,3305
2815,60 - 64,7611.0,3683,3928
2815,65 - 69,6769.0,3061,3708
2815,70 - 74,4996.0,2167,2829
2815,75 - 79,2374.0,931,1443
2815,80 - 84,1848.0,575,1273
2815,85 i więcej,1841.0,464,1377
2816,0 - 4,2510.0,1298,1212
2816,5 - 9,2627.0,1358,1269
2816,10 - 14,3127.0,1619,1508
2816,15 - 19,3004.0,1579,1425
2816,20 - 24,3354.0,1734,1620
2816,25 - 29,4073.0,2149,1924
2816,30 - 34,4161.0,2229,1932
2816,35 - 39,4316.0,2281,2035
2816,40 - 44,3918.0,2017,1901
2816,45 - 49,3906.0,1996,1910
2816,50 - 54,3595.0,1803,1792
2816,55 - 59,3776.0,1953,1823
2816,60 - 64,3852.0,1905,1947
2816,65 - 69,3266.0,1546,1720
2816,70 - 74,2410.0,1039,1371
2816,75 - 79,1398.0,516,882
2816,80 - 84,1172.0,405,767
2816,85 i więcej,1031.0,234,797
2817,0 - 4,3233.0,1642,1591
2817,5 - 9,3315.0,1713,1602
2817,10 - 14,4006.0,2068,1938
2817,15 - 19,3360.0,1737,1623
2817,20 - 24,4073.0,2104,1969
2817,25 - 29,4929.0,2490,2439
2817,30 - 34,4990.0,2632,2358
2817,35 - 39,5487.0,2835,2652
2817,40 - 44,5366.0,2824,2542
2817,45 - 49,4802.0,2444,2358
2817,50 - 54,4399.0,2214,2185
2817,55 - 59,4603.0,2340,2263
2817,60 - 64,4979.0,2432,2547
2817,65 - 69,4220.0,1918,2302
2817,70 - 74,3036.0,1297,1739
2817,75 - 79,1495.0,565,930
2817,80 - 84,1307.0,413,894
2817,85 i więcej,1175.0,295,880
2818,0 - 4,1222.0,624,598
2818,5 - 9,1408.0,740,668
2818,10 - 14,1591.0,813,778
2818,15 - 19,1226.0,601,625
2818,20 - 24,1492.0,761,731
2818,25 - 29,1929.0,975,954
2818,30 - 34,1986.0,1046,940
2818,35 - 39,2192.0,1181,1011
2818,40 - 44,1975.0,996,979
2818,45 - 49,1832.0,964,868
2818,50 - 54,1591.0,824,767
2818,55 - 59,1694.0,865,829
2818,60 - 64,1870.0,919,951
2818,65 - 69,1589.0,752,837
2818,70 - 74,1179.0,522,657
2818,75 - 79,548.0,223,325
2818,80 - 84,556.0,171,385
2818,85 i więcej,516.0,127,389
2819,0 - 4,888.0,443,445
2819,5 - 9,1037.0,544,493
2819,10 - 14,1165.0,627,538
2819,15 - 19,985.0,503,482
2819,20 - 24,1173.0,588,585
2819,25 - 29,1526.0,792,734
2819,30 - 34,1526.0,825,701
2819,35 - 39,1763.0,953,810
2819,40 - 44,1625.0,842,783
2819,45 - 49,1579.0,840,739
2819,50 - 54,1420.0,728,692
2819,55 - 59,1508.0,778,730
2819,60 - 64,1822.0,903,919
2819,65 - 69,1569.0,748,821
2819,70 - 74,1169.0,532,637
2819,75 - 79,576.0,206,370
2819,80 - 84,515.0,156,359
2819,85 i więcej,530.0,132,398
3061,0 - 4,4149.0,2169,1980
3061,5 - 9,4601.0,2347,2254
3061,10 - 14,4994.0,2559,2435
3061,15 - 19,4569.0,2285,2284
3061,20 - 24,4823.0,2424,2399
3061,25 - 29,5439.0,2767,2672
3061,30 - 34,6038.0,3020,3018
3061,35 - 39,7469.0,3752,3717
3061,40 - 44,7900.0,3927,3973
3061,45 - 49,7471.0,3674,3797
3061,50 - 54,6248.0,2926,3322
3061,55 - 59,5770.0,2693,3077
3061,60 - 64,6833.0,2973,3860
3061,65 - 69,7366.0,3042,4324
3061,70 - 74,6499.0,2514,3985
3061,75 - 79,3533.0,1311,2222
3061,80 - 84,2506.0,825,1681
3061,85 i więcej,2239.0,620,1619
3062,0 - 4,2833.0,1422,1411
3062,5 - 9,2897.0,1520,1377
3062,10 - 14,3300.0,1685,1615
3062,15 - 19,3118.0,1566,1552
3062,20 - 24,3479.0,1780,1699
3062,25 - 29,4247.0,2194,2053
3062,30 - 34,4606.0,2439,2167
3062,35 - 39,5500.0,2756,2744
3062,40 - 44,5528.0,2753,2775
